filetype_a
hashlen,32
filecount,10000
row_ones_mean,0.4999524895477005,row_ones_stdev,0.07700581841905844
col_ones_mean,0.49995248954770044,col_ones_stdev,0.01087802619331545
column_means,0.5024705435195743,0.5058912960851387,0.5013302926643861,0.5237552261497529,0.4827061953629799,0.5017103762827823,0.5070315469403269,0.4861269479285443,0.46902318510072216,0.49144811858608894,0.5066514633219308,0.5032307107563664,0.47852527556062335,0.5058912960851387,0.492208285822881,0.5058912960851387,0.500190041809198,0.5096921322690992,0.49638920562523753,0.5066514633219308,0.5055112124667427,0.5070315469403269,0.48764728240212846,0.5017103762827823,0.4982896237172178,0.5009502090459901,0.5150133029266438,0.4880273660205245,0.5134929684530597,0.5028506271379704,0.49866970733561383,0.5024705435195743
column_means_sorted,0.46902318510072216,0.47852527556062335,0.4827061953629799,0.4861269479285443,0.48764728240212846,0.4880273660205245,0.49144811858608894,0.492208285822881,0.49638920562523753,0.4982896237172178,0.49866970733561383,0.500190041809198,0.5009502090459901,0.5013302926643861,0.5017103762827823,0.5017103762827823,0.5024705435195743,0.5024705435195743,0.5028506271379704,0.5032307107563664,0.5055112124667427,0.5058912960851387,0.5058912960851387,0.5058912960851387,0.5066514633219308,0.5066514633219308,0.5070315469403269,0.5070315469403269,0.5096921322690992,0.5134929684530597,0.5150133029266438,0.5237552261497529
collision_count,7369

filetype_a-alt
hashlen,32
filecount,10000
row_ones_mean,0.49660326086956524,row_ones_stdev,0.10266247165928169
col_ones_mean,0.4966032608695652,col_ones_stdev,0.04222353052516395
column_means,0.4782608695652174,0.42391304347826086,0.5217391304347826,0.5434782608695652,0.5434782608695652,0.5,0.5217391304347826,0.5108695652173914,0.42391304347826086,0.5217391304347826,0.45652173913043476,0.4891304347826087,0.532608695652174,0.43478260869565216,0.5434782608695652,0.45652173913043476,0.43478260869565216,0.5108695652173914,0.5217391304347826,0.4673913043478261,0.5760869565217391,0.5108695652173914,0.5543478260869565,0.41304347826086957,0.532608695652174,0.532608695652174,0.44565217391304346,0.5,0.5217391304347826,0.4782608695652174,0.5108695652173914,0.4782608695652174
